Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,F:Coarse Aggregate,Fine Aggregate,Age,Strength,Job_ID,Business_Name,City,Lat,Lon,Job_Type,Plus_Code,Year
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.22532884,CS-1929,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2017
342,38,0,228,0,932,670,365,56.14196225,CS-1930,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2018
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35014394,CS-1931,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2019
254,0,0,198,0,968,863,180,27.62730332,CS-1932,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2020
212.07,0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084,CS-1933,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2021
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56,51.72448952,CS-1934,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2022
362.6,189,0,164.9,11.6,944.7,755.8,7,55.89581932,CS-1935,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2023
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3,15.81657944,CS-1936,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2024
249.1,0,98.75,158.11,12.8,987.76,889.01,56,42.03045696,CS-1937,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2025
236,157,0,192,0,972.6,749.1,3,13.5654403,CS-1938,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2013
310,143,111,168,22,914,651,28,33.68779736,CS-1939,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2014
220.8,147.2,0,185.7,0,1055,744.3,7,13.08901238,CS-1940,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2015
108.3,162.4,0,203.5,0,938.2,849,3,2.331807832,CS-1941,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2016
387,20,94,157,13.93,938,845,56,47.96684532,CS-1942,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2017
165,150,0,182,12,1023,729,28,18.26,CS-1943,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2018
229.97,0,118.31,195.47,4.63,1029.4,758.59,28,24.48329276,CS-1944,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2019
167,75.4,167,164.03,7.91,1007.3,770.1,3,15.52010476,CS-1945,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2020
424,22,132,168,8.92,822,750,28,72.09850532,CS-1946,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2021
500,0,0,200,0,1125,613,14,36.93522932,CS-1947,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2022
252,76,97,194,8,835,821,28,33.11,CS-1948,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2023
397,0,0,185.7,0,1040.6,734.3,28,33.08243743,CS-1949,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2024
149,153,194,192,8,935,623,28,24.5798194,CS-1950,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2025
400,0,0,187,0,1025,745,28,43.69898888,CS-1951,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2013
348.7,0.1,223.1,208.5,9.6,786.2,758.1,28,48.77,CS-1952,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2014
145,116,119,184,5.7,833,880,28,29.15794004,CS-1953,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2015
424,22,132,178,8.48,882,750,3,32.01138572,CS-1954,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2016
295.71,0,95.64,171.54,8.87,955.14,859.2,3,22.94576128,CS-1955,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2017
198.6,132.4,0,192,0,978.4,825.5,7,14.63826496,CS-1956,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2018
350,0,0,186,0,1050,770,7,20.27748916,CS-1957,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2019
251.81,0,99.94,146.14,12.35,1006,899.76,14,33.35684888,CS-1958,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2020
139.9,132.6,103.3,200.3,7.4,916,753.4,28,36.44363293,CS-1959,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2021
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100,53.65502232,CS-1960,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2022
332.5,142.5,0,228,0,932,594,180,39.77931782,CS-1961,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2023
310,0,0,192,0,1012,830,3,11.85209244,CS-1962,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2024
229.97,0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588,CS-1963,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2025
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100,50.93848688,CS-1964,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2013
164,163,128,197,8,961,641,28,27.234302,CS-1965,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2014
339,0,0,185,0,1069,754,28,31.84000168,CS-1966,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2015
525,0,0,189,0,1125,613,90,58.78472376,CS-1967,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2016
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73031499,CS-1968,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2017
349,0,0,192,0,1047,806,7,18.12632404,CS-1969,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2018
148,175,0,171,2,1000,828,28,26.91714304,CS-1970,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2019
522,0,0,146,0,896,896,7,50.51101176,CS-1971,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2020
297.16,0,117.54,174.8,9.52,1022.8,753.45,28,47.401475,CS-1972,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2021
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52423164,CS-1973,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2022
135,0,166,180,10,961,805,28,13.29309728,CS-1974,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2023
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28,31.2677366,CS-1975,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2024
374,0,0,190,7,1013,730,28,32.44,CS-1976,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2025
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56,39.14844728,CS-1977,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2013
139.6,209.4,0,192,0,1047,806.9,360,44.6980396,CS-1978,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2014
194.68,0,100.52,170.17,7.48,998,901.8,14,24.28334472,CS-1979,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2015
277.05,0,97.39,160.6,11.83,973.9,875.61,3,23.13881456,CS-1980,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2016
163,149,191,180,12,843,746,28,41.14,CS-1981,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2017
491,26,123,201,3.93,822,699,3,29.54897143,CS-1982,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2018
425,106.3,0,153.5,16.5,852.1,887.1,56,64.30053176,CS-1983,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2019
116,173,0,192,0,909.8,891.9,28,22.34798559,CS-1984,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2020
236,157,0,192,0,972.6,749.1,7,20.41607384,CS-1985,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2021
304,0,140,214,6,895,722,28,38.46,CS-1986,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2022
289,0,0,192,0,913.2,895.3,7,14.5968964,CS-1987,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2023
166,260,0,183,13,859,827,28,37.91428524,CS-1988,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2024
212,0,124.78,159,7.84,1085.4,799.54,3,19.51906556,CS-1989,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2025
295.71,0,95.64,171.54,8.87,955.14,859.2,56,48.71837416,CS-1990,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2013
349,0,0,192,0,1056,809,3,15.87173752,CS-1991,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2014
425,106.3,0,153.5,16.5,852.1,887.1,91,65.19685056,CS-1992,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2015
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56,50.77301264,CS-1993,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2016
132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.30651713,CS-1994,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2017
362.6,189,0,164.9,11.6,944.7,755.8,91,79.29663476,CS-1995,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2018
350,0,0,203,0,974,775,7,18.12632404,CS-1996,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2019
140.1,11.8,226.1,207.8,4.9,1020.9,683.8,28,26.28,CS-1997,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2020
167,75.4,167,164.03,7.91,1007.3,770.1,56,53.46196904,CS-1998,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2021
480,0,0,192,0,936.2,712.2,28,43.94237391,CS-1999,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2022
275,0,0,183,0,1088,808,28,24.49708228,CS-2000,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2023
362.6,189,0,164.9,11.6,944.7,755.8,28,71.29871316,CS-2001,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2024
166.8,250.2,0,203.5,0,975.6,692.6,28,33.94772981,CS-2002,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2025
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56,48.9872698,CS-2003,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2013
190.34,0,125.18,166.61,9.88,1079,798.9,100,33.56369168,CS-2004,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2014
321.3,164.2,0,190.5,4.6,870,774,28,57.21823429,CS-2005,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2015
190,190,0,228,0,932,670,28,40.85696881,CS-2006,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2016
183.9,122.6,0,203.5,0,959.2,800,28,24.04616498,CS-2007,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2017
310,0,143,218,10,787,804,28,36.19,CS-2008,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2018
250,0,95.69,187.42,5.53,956.86,861.17,28,29.21999288,CS-2009,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2019
194.68,0,100.52,170.17,7.48,998,901.8,100,44.27814872,CS-2010,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2020
228,342.1,0,185.7,0,955.8,674.3,28,39.6993386,CS-2011,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2021
249.1,0,98.75,158.11,12.8,987.76,889.01,14,28.6822016,CS-2012,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2022
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.39959639,CS-2013,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2023
167,187,195,185,7,898,636,28,23.8903434,CS-2014,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2024
251.37,0,118.27,188.45,6.35,1028.4,757.73,14,24.42813468,CS-2015,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2025
389.9,189,0,145.9,22,944.7,755.8,91,82.5992248,CS-2016,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2013
331,0,0,192,0,978,825,3,13.52062436,CS-2017,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2014
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56,35.852752,CS-2018,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2015
153.1,145,113,178.5,8,867.2,824,28,26.23318285,CS-2019,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2016
298,107,137,201,6,878,655,28,41.27,CS-2020,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2017
359,19,141,154,10.91,942,801,28,59.49488404,CS-2021,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2018
349,0,178,230,6,785,721,28,43.95,CS-2022,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2019
491,26,123,210,3.93,882,699,7,33.48883428,CS-2023,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2020
307,0,0,193,0,968,812,365,36.14922668,CS-2024,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2021
190,190,0,228,0,932,670,365,53.69225402,CS-2025,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2022
425,106.3,0,153.5,16.5,852.1,887.1,91,65.19685056,CS-2026,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2023
194.68,0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956,CS-2027,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2024
215.6,112.9,239,198.7,7.4,884,649.1,28,39.13,CS-2028,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2025
318.8,212.5,0,155.7,14.3,852.1,880.4,7,33.39821744,CS-2029,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2013
193.5,290.2,0,185.7,0,998.2,704.3,7,17.20035777,CS-2030,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2014
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54230795,CS-2031,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2015
333,17.5,163,167,17.9,996,652,28,47.27736932,CS-2032,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2016
331,0,0,192,0,978,825,360,41.24445432,CS-2033,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2017
140,164,128,237,6,869,656,28,35.22532884,CS-2034,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2018
133,200,0,192,0,927.4,839.2,3,6.883728384,CS-2035,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2019
286.3,200.9,0,144.7,11.2,1004.6,803.7,28,67.69964844,CS-2036,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2020
